id,fecha,user_id,audio,duracion,time_inicio,time_fin,nota_0,texto0,keystroke0,nota_1,nota_2,nota_3,nota_4,nota_5,nota_6,nota_7,nota_8,nota_9,nota_10,nota_11,nota_12,nota_13,nota_14,nota_15,nota_16,time_0,time_1,time_2,time_3,time_4,time_5,time_6,time_7,time_8,time_9,time_10,time_11,time_12,time_13,time_14,time_15,time_16,time_17,time_18,boton1,texto1,keystroke1,boton2,texto2,keystroke2,acciones,selection,alternativas,etapa,boton_out1,boton_out2,preg1_ico,preg2_ico,preg3_ico,preg4_ico,preg5_ico,preg6_ico,preg7_ico,preg8_ico,preg9_ico,preg10_ico,preg11_ico,preg12_ico,preg13_ico,preg14_ico,preg15_ico,preg16_ico,preg17_ico,preg18_ico
60,4/24/20 11:04,2,1,0:10,10:16:20,10:26:14,6.1,Buena energia y buena disposicion pero le falta modulacion y acercarse de forma mas amigable ,124,1,1,2,2,1,4,6,5.6,1,3.5,4.5,,1,,1.8,1,10:16:56,10:18:09,10:18:38,10:18:53,10:19:04,10:19:10,10:19:20,10:20:01,10:20:15,10:22:16,10:20:35,10:20:45,,10:20:54,,10:21:38,10:22:00,,,no,no le dijo ningun piropo,30,no,no nombro nignuna similitud,28,1 (10:16:23) | 1 (10:19:30),10,1,RGE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,4/24/20 11:05,8,713,0:27,11:24:39,11:28:21,7,"Trato muy  bueno, muy amable, para nada insistente.",63,7,7,5,5,7,6,7,7,1,6,6,,5,,1,5,11:25:03,11:25:41,11:25:57,11:26:18,11:26:25,11:26:27,11:26:34,11:26:36,11:26:38,11:26:40,11:26:44,11:26:47,,11:26:52,,11:26:54,11:27:10,,,no,"Ninguno, trato muy formal",33,no,,0,1 (11:24:48) | 1 (11:26:03) | 1 (11:27:20),30,1,EVA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,4/24/20 11:10,8,493,1:09,11:28:21,11:32:53,0,"Buena disposicion, busca otras opciones para solucionar el problema ",88,7,6.1,5,2,7,6,6,3.9,5.5,6,6,,5,,2,4,,11:29:38,11:29:42,11:29:51,11:30:04,11:30:08,11:30:15,11:30:18,11:31:10,11:30:26,11:30:30,11:30:33,,11:30:37,,11:30:40,11:30:43,,,no,,0,no,ninguna,16,1 (11:28:24) | 1 (11:29:45) | 1 (11:31:13),20,1,EVA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,4/24/20 11:14,2,94,0:48,10:26:31,10:36:07,6.7,"tiene muy buena energia da la informacion rapido, solo marcaria un poco mas la modulacion para agregar un tono un poco mas respetuoso y amigable",209,7,7,6.5,7,6.2,6.3,6.7,6.6,5.7,5.3,5.7,,4.9,,1.5,4.6,10:27:28,10:29:45,10:29:55,10:30:09,10:30:16,10:30:28,10:30:36,10:30:42,10:30:50,10:31:00,10:31:34,10:31:41,,10:32:08,,10:32:23,10:32:51,,,no,no dijo ningun piropo,21,no,no nombro similitud,20,1 (10:26:33) | 1 (10:33:17),36,1,RGE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,4/24/20 11:15,8,83-6,0:03,11:32:53,11:38:43,5,"Porque si bien da la infomacion, su pregunta no llama la atencion de las personas para que se detengan y le falta decirlo con un poco mas de entusiasmo.",217,1,2,1.1,4,1,4,5,4,1,4,0,,1,,2,2,11:34:44,11:34:47,11:34:52,11:37:12,11:37:28,11:37:32,11:37:36,11:37:45,11:37:53,11:37:56,11:37:59,,,11:38:06,,11:38:10,11:38:14,,,no,Porque no hablo con ningun transeunte,39,no,,0,1 (11:32:57) | 1 (11:33:03) | 1 (11:33:14) | 1 (11:33:22) | 2 (11:33:22) | 1 (11:33:24) | 1 (11:34:39) | 1 (11:37:01),5,1,EVA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,4/24/20 11:19,8,179,1:52,11:38:43,11:42:44,6.5,"Capta bien a la persona, le entrega toda la informacion necesaria,logra retener mas tiempo a la persona con la que habla y tiene un buen animo lo cual hace que den ganas de escuchar ",190,7,5,6,7,7,6,7,6,6,4,5.5,,2.5,,2,2,11:42:32,11:39:38,11:39:36,11:39:32,11:39:27,11:39:40,11:39:43,11:39:45,11:39:48,11:40:30,11:39:52,11:39:58,,11:40:06,,11:40:08,11:40:15,,,si,Apela a la buena voluntad del caballero.,64,no,,0,1 (11:38:52),40,1,EVA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,4/24/20 11:22,2,201,1:33,10:36:07,10:44:23,5.3,no tenia una idea muy clara de lo que estaba comunicando pero se acerca de forma amigable,115,5.9,3.6,3.1,2,6.5,3.5,1.5,5.3,4,2,4.5,,2.3,,3.2,3,10:39:45,10:40:00,10:40:18,10:40:31,10:40:55,10:41:05,10:41:11,10:41:21,10:41:28,10:41:38,10:41:48,10:41:53,,10:42:11,,10:42:26,10:42:44,,,no,no dijo ningun piropo,21,no,no nombro nignuna similitud,35,1 (10:36:09) | 1 (10:39:10) | 2 (10:39:26),20,1,RGE,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,4/24/20 11:28,8,505,0:27,11:42:45,11:50:51,5,"Bien porque entrega informacion relevante en poco tiempo, fue respetuosa pero le falto mas energia para partir con la pregunta clave.",161,2.4,2.4,5.5,0,0,2.5,5,5,5,3,5,,4.5,,3,4.5,11:50:39,11:47:35,11:47:40,11:47:46,,,11:47:09,11:47:51,11:47:54,11:47:57,11:48:07,11:48:21,,11:48:25,,11:48:28,11:48:40,,,no,,0,no,,0,1 (11:46:58) | 1 (11:47:31) | 1 (11:49:23),10,1,EVA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,4/24/20 11:33,2,849,0:17,10:49:03,10:56:04,6.2,se acerca de forma amable pero siento que no logra captar la atencion de las personas,143,4.7,3.2,2,2.3,6.7,5.7,5.7,7,5.2,5.2,4.5,,1.5,,2.3,1,10:50:06,10:52:24,10:52:43,10:53:13,10:53:21,10:53:26,10:53:30,10:53:49,10:53:53,10:54:01,10:54:08,10:54:13,,10:55:24,,10:54:35,10:54:53,,,si,le dijo linda ,14,no,no nombro similitudes,21,1 (10:49:06) | 1 (10:49:42) | 1 (10:52:57) | 2 (10:53:05) | 1 (10:53:40) | 2 (10:53:44) | 1 (10:55:27) | 2 (10:55:33),15,1,EVA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,4/24/20 11:37,8,753,0:19,11:50:51,12:00:34,6,"le puse nota ya que parte bien con la pregunta y entrega buena informacion, fue respetuosa y para nada insistente.",222,6,2.5,6,6,2.5,5,6.1,5,4.5,4.5,5,,4.5,,3,3,11:53:27,11:53:38,11:53:42,11:53:46,11:53:49,11:53:56,11:54:02,11:54:07,11:54:11,11:55:32,11:55:37,11:55:40,,11:55:58,,11:56:05,11:56:08,,,no,,0,no,,0,1 (11:51:00) | 1 (11:51:31) | 1 (11:52:13) | 1 (11:55:46),10,1,EVA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,4/24/20 11:41,2,610,1:29,10:56:04,11:03:39,6.5,falta un poco de agilidad en la entrega de informacion pero se acerca de forma amable y te da seguridad,110,7,4.5,3.5,6.2,6.1,6.7,4.5,6.3,6.5,4.8,6.6,,3.7,,1,1.5,10:58:10,10:59:06,10:59:12,10:59:59,10:59:56,11:00:13,11:00:18,11:00:51,11:00:55,11:01:00,11:01:04,11:01:09,,11:01:22,,11:01:29,11:01:38,,,no,no le dijo nigun cumplido,27,no,no nombro ninguna similitud,51,1 (10:56:12) | 2 (10:56:15) | 1 (10:56:31) | 1 (10:58:03) | 2 (10:58:07) | 1 (10:59:25) | 2 (10:59:30) | 1 (10:59:30) | 2 (10:59:35) | 1 (11:00:25) | 2 (11:00:44) | 1 (11:01:55) | 2 (11:02:04),25,1,EVA,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
